Address,City,Zip,SoldDate,Bathrooms,Bedrooms,LivingArea,LandArea,PropPrice,InflationRate,FederalInt,MonthID
3425 101st St,Corona,11368,7/1/22,3,9,2160,2500,1355000,8.52,1.68,7
10423 37th Dr,Flushing,11368,7/1/22,4,7,2000,1875,1300000,8.52,1.68,7
107-16 37th Avenue UNIT 4B,Corona,11368,7/1/22,1,2,878,9583.2,499500,8.52,1.68,7
9604 50th Ave,Flushing,11368,6/29/22,4,9,2538,2500,1350000,9.06,1.21,6
111-13 38 Avenue,Corona,11368,6/24/22,10,10,6375,3049.2,2300000,9.06,1.21,6
5108 101st St,Flushing,11368,6/22/22,1,2,950,0.78,555000,9.06,1.21,6
34-10 111th St,Flushing,11368,6/14/22,5,9,1200,2613.6,1770000,9.06,1.21,6
45-30 National Street,Flushing,11368,6/13/22,3,4,720,871.2,720000,9.06,1.21,6
47-19 Junction Boulevard,Flushing,11368,6/10/22,2,7,2064,2613.6,1210000,9.06,1.21,6
10370 52nd Ave,Flushing,11368,6/10/22,1,1,2090,2500,1220000,9.06,1.21,6
104-23 37th Drive,Corona,11368,6/10/22,2,6,2000,1742.4,1300000,9.06,1.21,6
104-26 47 Ave,Corona,11368,6/7/22,2,6,1960,2613.6,1290000,9.06,1.21,6
3775 102nd St,Corona,11368,6/2/22,3,7,2160,2385,1320000,9.06,1.21,6
5829 Van Cleef St,Flushing,11368,5/31/22,1.5,3,3039,2050,20000,8.58,0.77,5
111-57 41st Avenue,Corona,11368,5/31/22,1,2,726,2613.6,660000,8.58,0.77,5
108-12 49th Avenue,Flushing,11368,5/27/22,4,5,3144,2613.6,1292000,8.58,0.77,5
96-10 40th Road UNIT 1,Corona,11368,5/26/22,2,6,3036,2613.6,1520000,8.58,0.77,5
45-14 Junction Boulevard,Flushing,11368,5/25/22,3,5,1968,3049.2,1100000,8.58,0.77,5
108-21 44 Avenue,Flushing,11368,5/25/22,1,3,1272,2613.6,575000,8.58,0.77,5
43-12 Junction Boulevard,Flushing,11368,5/24/22,2,8,1648,2613.6,1260000,8.58,0.77,5
112-25 38th Avenue,Corona,11368,5/23/22,2,2,1440,3049.2,830000,8.58,0.77,5
111-61 44th Avenue,Corona,11368,5/19/22,7,9,4200,4356,1800000,8.58,0.77,5
5203 102nd St,Flushing,11368,5/12/22,8,10,3108,2900,1800000,8.58,0.77,5
35-11 109 Street,Corona,11368,5/12/22,4,7,3718,2178,1250000,8.58,0.77,5
112-19 39th Avenue UNIT 4A,Corona,11368,5/9/22,2,2,746,3049.2,380000,8.58,0.77,5
5319 103rd St,Flushing,11368,5/3/22,3,5,2406,1964,1050000,8.58,0.77,5
3827 99th St,Flushing,11368,4/29/22,1,3,3036,2638,1379000,8.26,0.33,4
108-28 39 Avenue,Flushing,11368,4/29/22,2,6,2600,3049.2,1250000,8.26,0.33,4
5322 97th Street,Flushing,11368,4/28/22,3,4,2096,2178,1138000,8.26,0.33,4
4710 108th St,Flushing,11368,4/27/22,3,5,2500,2500,1150000,8.26,0.33,4
10869 49th Ave,Flushing,11368,4/25/22,1,3,896,2500,170000,8.26,0.33,4
110-11 56th Avenue,Flushing,11368,4/19/22,3,7,2500,2613.6,1320000,8.26,0.33,4
97-17 35th Avenue,Corona,11368,4/19/22,2,8,2400,2613.6,1200000,8.26,0.33,4
10342 51st Ave,Flushing,11368,4/15/22,6,8,3762,2099,1320000,8.26,0.33,4
10854 48th Ave,Flushing,11368,4/14/22,2,3,3264,2058,1685000,8.26,0.33,4
10467 39th Ave,Flushing,11368,4/7/22,1,2,2099,3125,1328000,8.26,0.33,4
112-27 39 Avenue,Flushing,11368,4/5/22,1,3,1530,3049.2,800000,8.26,0.33,4
10320 Corona Ave,Flushing,11368,4/5/22,7,8,4300,1742,2000000,8.26,0.33,4
10819 52nd Ave,Flushing,11368,3/30/22,3,5,2500,2500,10,8.54,0.2,3
3727 103rd St,Flushing,11368,3/28/22,4,11,2250,2500,1550000,8.54,0.2,3
35-21 105 Street,Flushing,11368,3/21/22,2,6,1988,3049.2,850000,8.54,0.2,3
108-43 38th Avenue,Corona,11368,3/16/22,3,6,1740,3049.2,1175000,8.54,0.2,3
109-44 Saultell Avenue,Flushing,11368,3/11/22,4,5,1996,3049.2,1300000,8.54,0.2,3
111-31 42nd Avenue,Corona,11368,3/8/22,2,3,1206,2613.6,795000,8.54,0.2,3
11157 44th Ave,Corona,11368,3/7/22,3,6,2500,2326,990000,8.54,0.2,3
57-40 Van Doren Street,Flushing,11368,3/7/22,5,7,3411,2178,1250000,8.54,0.2,3
105-26 Otis Avenue,Flushing,11368,3/3/22,3,6,2320,2178,1450000,8.54,0.2,3
10853 50th Ave,Flushing,11368,3/2/22,2,7,1980,2500,1135000,8.54,0.2,3
104-36 37th Drive,Corona,11368,3/1/22,4,9,3125,3049.2,1660000,8.54,0.2,3
3415 96th St,Flushing,11368,2/23/22,3,7,1978,2500,1168000,7.87,0.08,2
10012 34th Ave,Flushing,11368,2/17/22,2,4,2056,2600,810000,7.87,0.08,2
3721 101st St,Flushing,11368,2/15/22,1,3,1200,2500,1320000,7.87,0.08,2
3719 101st St,Flushing,11368,2/11/22,3,6,2248,2500,800000,7.87,0.08,2
34-15A 96th Street,Corona,11368,2/7/22,3,7,2500,2613.6,1168000,7.87,0.08,2
37-30 100th Street,Flushing,11368,2/2/22,2,7,2192,2613.6,1300000,7.87,0.08,2
5038 96th St,Flushing,11368,2/2/22,2,3,1632,2099,936790,7.87,0.08,2
10830 38th Ave,Flushing,11368,1/24/22,4,7,2520,3136,1585000,7.48,0.08,1
10706 37th Dr,Flushing,11368,1/19/22,2,5,2000,2500,1350000,7.48,0.08,1
9835 Corona Ave,Flushing,11368,1/13/22,5,6,2430,2507,1180000,7.48,0.08,1
5614 Van Cleef St,Flushing,11368,1/13/22,2,3,5000,2500,2550000,7.48,0.08,1
37-21 101st Street,Corona,11368,1/13/22,3,6,2250,2613.6,1320000,7.48,0.08,1
9803 Northern Blvd,Flushing,11368,1/10/22,4,6,3658,1999,1300000,7.48,0.08,1
3502 108th St,Flushing,11368,1/7/22,2,8,3367,1698,1438000,7.48,0.08,1
10942 Saultell Ave,Flushing,11368,1/6/22,3,5,3125,2975,990000,7.48,0.08,1
3764 104th St,Flushing,11368,12/29/21,3,8,3176,2500,1229900,7.04,0.08,12
10475 48th Ave,Flushing,11368,12/29/21,4,6,2340,920,1200000,7.04,0.08,12
3729 99th St,Flushing,11368,12/23/21,3,5,2766,2202,1300000,7.04,0.08,12
11185 41st Ave,Flushing,11368,12/23/21,1,3,1024,2400,726000,7.04,0.08,12
57-62 Xenia Street,Flushing,11368,12/20/21,5,7,3229,1742.4,1420000,7.04,0.08,12
103-35 51st Avenue,Corona,11368,12/15/21,3,5,1998,1306.8,900000,7.04,0.08,12
102-26 Nicolls Avenue,Flushing,11368,12/10/21,4,7,2560,2613.6,1450000,7.04,0.08,12
10840 37th Ave,Flushing,11368,12/6/21,3,5,1599,2326,998000,7.04,0.08,12
10854 45th Ave,Flushing,11368,11/18/21,1,2,1116,2000,880000,6.81,0.08,11
108-13 37 Avenue,Flushing,11368,11/17/21,4,6,1825,3049.2,1132500,6.81,0.08,11
5754 Xenia St,Flushing,11368,11/16/21,5,6,4067,1928,1465000,6.81,0.08,11
104-64 39th Avenue UNIT 2B,Corona,11368,11/16/21,2,2,730,3049.2,452000,6.81,0.08,11
15842 NW Hackney Dr,Portland,97229,2/20/24,3,4,2134,6098.4,660000,3.1,5.33,2
15883 NW Gooderham St #L-96,Portland,97229,2/20/24,5,6,4425,5709,1494955,3.1,5.33,2
10771 NW Harding Ct,Portland,97229,2/16/24,3,3,1650,6534,610000,3.1,5.33,2
8577 NW Ryan St,Portland,97229,2/16/24,3,4,2594,6534,770000,3.1,5.33,2
5124 NW Crady Ln,Portland,97229,2/16/24,3,5,3275,5227.2,780000,3.1,5.33,2
4578 NW Tamoshanter Way,Portland,97229,2/15/24,3,3,2432,7840.8,965000,3.1,5.33,2
14412 NW Whistler Ln,Portland,97229,2/15/24,3,5,2835,6969.6,775000,3.1,5.33,2
16790 NW Vetter Dr,Portland,97229,2/15/24,4,6,3976,6534,1130000,3.1,5.33,2
7899 NW 162nd Ter #L106,Portland,97229,2/15/24,5,6,3581,5190,1375375,3.1,5.33,2
7273 NW 167th Ave,Portland,97229,2/13/24,3,4,2252,3049.2,765000,3.1,5.33,2
12958 NW Ethan Dr,Portland,97229,2/12/24,4,5,2901,5662.8,830500,3.1,5.33,2
2739 NW Avocet Ln,Portland,97229,2/9/24,4,4,4168,0.46,1075000,3.1,5.33,2
12581 NW Forest Spring Ln,Portland,97229,2/9/24,3,4,2547,3920.4,720000,3.1,5.33,2
15858 NW Ridgeline St #L63,Portland,97229,2/9/24,4,6,3738,4739,1237870,3.1,5.33,2
15874 NW Raywood Ln,Portland,97229,2/8/24,3,4,2294,3042,825300,3.1,5.33,2
15714 NW Clubhouse Dr,Portland,97229,2/6/24,3,2,1687,3920.4,505000,3.1,5.33,2
5857 NW Bannister Dr,Portland,97229,2/6/24,4,5,3425,4792,940000,3.1,5.33,2
11974 NW Sadie St,Portland,97229,2/6/24,3,5,3131,4792,1059950,3.1,5.33,2
4792 NW Gannet Ter,Portland,97229,1/31/24,3,2,1834,2613.6,561000,3.09,5.33,1
1674 NW 143rd Ave,Portland,97229,1/31/24,1,2,767,1742,335000,3.09,5.33,1
5273 NW 127th Ter,Portland,97229,1/31/24,3,5,3286,5227.2,800000,3.09,5.33,1
16201 NW Fescue Ct,Portland,97229,1/30/24,3,3,1832,871.2,380000,3.09,5.33,1
7233 NW Dusty Ter,Portland,97229,1/30/24,4,5,2951,3049.2,850000,3.09,5.33,1
15854 NW Holman Way #L2,Portland,97229,1/26/24,4,4,2777,3779,931070,3.09,5.33,1
16885 NW Argyle Way,Portland,97229,1/25/24,3,3,1875,7840.8,600000,3.09,5.33,1
15898 NW Claremont Dr,Portland,97229,1/25/24,3,3,2442,5662.8,855000,3.09,5.33,1
15675 NW Ridgeline St #L33,Portland,97229,1/24/24,4,6,3581,4791.6,1099995,3.09,5.33,1
13819 NW Falconridge Ln,Portland,97229,1/23/24,3,4,2740,6969.6,875000,3.09,5.33,1
3762 NW Devoto Ln,Portland,97229,1/23/24,4,4,3926,9583.2,1295000,3.09,5.33,1
4015 NW Devoto Ln,Portland,97229,1/22/24,3,4,4757,0.28,1150000,3.09,5.33,1
13473 NW Greenwood Dr,Portland,97229,1/22/24,3,5,3480,9147.6,945000,3.09,5.33,1
3036 NW Bauer Woods Dr,Portland,97229,1/19/24,4,4,3846,0.31,995000,3.09,5.33,1
15669 NW Saint Andrews Dr,Portland,97229,1/19/24,3,3,2569,5227,1050000,3.09,5.33,1
14590 NW Delia St,Portland,97229,1/19/24,3,4,2656,5227.2,880000,3.09,5.33,1
1787 NW Larkin Ter,Portland,97229,1/19/24,4,4,2912,3920.4,830000,3.09,5.33,1
15029 NW Sumida Ln,Portland,97229,1/17/24,2,2,1720,2613.6,519000,3.09,5.33,1
5654 NW Lark Meadow Ter,Portland,97229,1/17/24,3,3,2440,3484.8,707000,3.09,5.33,1
14813 NW Joseph Ct,Portland,97229,1/16/24,4,5,3594,0.32,1125000,3.09,5.33,1
15135 NW Nightshade Dr,Portland,97229,1/16/24,3,2,1247,2613.6,449000,3.09,5.33,1
16709 NW Waterford Way,Portland,97229,1/12/24,3,4,2363,7840.8,650000,3.09,5.33,1
16162 NW Canterwood Way,Portland,97229,1/12/24,2,3,2696,6098.4,865000,3.09,5.33,1
4341 NW Tamoshanter Way,Portland,97229,1/12/24,3,3,2935,6098,1194000,3.09,5.33,1
6329 NW Gerber Ter,Portland,97229,1/12/24,3,4,2692,0.35,795000,3.09,5.33,1
17119 NW Tristan St,Portland,97229,1/11/24,5,6,3627,4791.6,865000,3.09,5.33,1
15818 NW Gooderham St #L41,Portland,97229,1/11/24,3,5,2734,4791.6,1058255,3.09,5.33,1
12873 NW Milazzo Ln,Portland,97229,1/9/24,3,3,2540,3920.4,672500,3.09,5.33,1
6436 NW Dingo Dr,Portland,97229,1/9/24,4,5,4157,7840.8,1050000,3.09,5.33,1
10260 NW Flotoma Dr,Portland,97229,1/8/24,2,3,1500,0.26,490000,3.09,5.33,1
10257 NW Alpenglow Way,Portland,97229,1/5/24,3,3,2060,0.25,750000,3.09,5.33,1
3227 NW Banff Dr,Portland,97229,1/5/24,3,3,1605,3049.2,495000,3.09,5.33,1
10022 NW Engleman St,Portland,97229,1/5/24,3,4,2773,7405.2,815000,3.09,5.33,1
7205 NW 168th Ave,Portland,97229,1/5/24,4,6,3162,4356,785000,3.09,5.33,1
15073 NW Olive St,Portland,97229,1/4/24,3,4,2033,2613.6,715000,3.09,5.33,1
5469 NW Meadowlands Ter,Portland,97229,1/2/24,3,4,2592,6969.6,765000,3.09,5.33,1
1837 NW Caitlin Ter,Portland,97229,12/29/23,3,4,2146,8712,700000,3.35,5.33,12
11060 NW Cornell Rd,Portland,97229,12/29/23,2,3,2048,0.37,574000,3.35,5.33,12
200 NW 101st Ave,Portland,97229,12/29/23,3,3,2520,0.41,600000,3.35,5.33,12
13027 NW Hartford St,Portland,97229,12/29/23,4,5,2947,9147.6,785000,3.35,5.33,12
